"Segment Name","Size (MB)","Segment Type","Number of Rows"
"XSTREAM$_SERVER_CONNECTION","0.1","TABLE","0"
"_default_auditing_options_","0.1","TABLE","0"
"AQ$_SCHEDULER$_EVENT_QTAB_L","0.1","TABLE","0"
"AQ$_SCHEDULER$_EVENT_QTAB_S","0.1","TABLE","1"
"DBMS_PARALLEL_EXECUTE_TASK$","0.1","TABLE","0"
"FGR$_FILE_GROUP_EXPORT_INFO","0.1","TABLE","0"
"HS$_PARALLEL_HISTOGRAM_DATA","0.1","TABLE","0"
"HS$_PARALLEL_PARTITION_DATA","0.1","TABLE","0"
"I1_DBFS_HS$_BACKUPFILETABLE","0.1","INDEX","-"
"I1_DBFS_HS$_STOREPROPERTIES","0.1","INDEX","-"
"I2_DBFS_HS$_BACKUPFILETABLE","0.1","INDEX","-"
"I_FGR$_FILE_GROUP_VERSIONS1","0.1","INDEX","-"
"I_FGR$_FILE_GROUP_VERSIONS2","0.1","INDEX","-"
"I_FGR$_FILE_GROUP_VERSIONS3","0.1","INDEX","-"
"I_STREAMS_MESSAGE_CONSUMERS","0.1","INDEX","-"
"MVIEW$_ADV_BASETABLE_IDX_01","0.1","INDEX","-"
"MVIEW$_ADV_SQLDEPEND_IDX_01","0.1","INDEX","-"
"PISR_NN_RESOURCE_PARENTPATH","0.1","INDEX","-"
"REPCAT$_AUDIT_COLUMN_F1_IDX","0.1","INDEX","-"
"REPCAT$_AUDIT_COLUMN_F2_IDX","0.1","INDEX","-"
"REPCAT$_KEY_COLUMNS_PRIMARY","0.1","INDEX","-"
"REPCAT$_PARAMETER_COLUMN_PK","0.1","INDEX","-"
"REPCAT$_RESOLUTION_STATS_N1","0.1","INDEX","-"
"REPCAT$_RESOL_STATS_CONTROL","0.1","TABLE","0"
"REPCAT$_RESOL_STATS_CTRL_PK","0.1","INDEX","-"
"REPCAT$_TEMPLATE_OBJECTS_N1","0.1","INDEX","-"
"REPCAT$_TEMPLATE_OBJECTS_N2","0.1","INDEX","-"
"REPCAT$_TEMPLATE_OBJECTS_PK","0.1","INDEX","-"
"REPCAT$_TEMPLATE_OBJECTS_U1","0.1","INDEX","-"
"REPCAT$_TEMPLATE_TARGETS_U1","0.1","INDEX","-"
"REPCAT$_USER_AUTHORIZATIONS","0.1","TABLE","0"
"REPCAT$_USER_PARM_VALUES_PK","0.1","INDEX","-"
"REPCAT$_USER_PARM_VALUES_U1","0.1","INDEX","-"
"SCHEDULER$_GLOBAL_ATTRIBUTE","0.1","TABLE","11"
"SCHEDULER$_JOB_DESTINATIONS","0.1","TABLE","0"
"SCHEDULER$_PROGRAM_ARGUMENT","0.1","TABLE","164"
"SCHEDULER$_REMOTE_JOB_STATE","0.1","TABLE","0"
"SCHEDULER$_RJOB_SRC_DB_INFO","0.1","TABLE","0"
"SCHEDULER$_WINGRP_MEMBER_UQ","0.1","INDEX","-"
"STREAMS$_INTERNAL_TRANSFORM","0.1","TABLE","0"
"STREAMS$_STMT_HANDLER_STMTS","0.1","TABLE","0"
"WRI$_ALERT_THRESHOLD_LOG_PK","0.1","INDEX","-"
"AQ$_SUBSCRIBER_TABLE_PRIMARY","0.1","INDEX","-"
"ATTRIBUTE_TRANSFORMATIONS_PK","0.1","INDEX","-"
"I_OLAP_ATTRIBUTE_VISIBILITY$","0.1","INDEX","-"
"I_OLAP_CUBE_BUILD_PROCESSES$","0.1","INDEX","-"
"I_OLAP_MEAS_FOLDER_CONTENTS$","0.1","INDEX","-"
"I_STREAMS_STMT_HANDLER_STMTS","0.1","INDEX","-"
"I_XSTREAM_DDL_CONFLICT_HDLR1","0.1","INDEX","-"
"I_XSTREAM_SERVER_CONNECTION1","0.1","INDEX","-"
"OLAP_AW_DEPLOYMENT_CONTROLS$","0.1","TABLE","0"
"REPCAT$_INSTANTIATION_DDL_PK","0.1","INDEX","-"
"REPCAT$_KEY_COLUMNS_PRNT_IDX","0.1","INDEX","-"
"REPCAT$_REFRESH_TEMPLATES_PK","0.1","INDEX","-"
"REPCAT$_REFRESH_TEMPLATES_U1","0.1","INDEX","-"
"STREAMS$_PROPAGATION_PROCESS","0.1","TABLE","0"
"APPLY$_CONF_HDLR_COLUMNS_UNQ1","0.1","INDEX","-"
"APPLY$_CONF_HDLR_COLUMNS_UNQ2","0.1","INDEX","-"
"DBMS_PARALLEL_EXECUTE_CHUNKS$","0.1","TABLE","0"
"I1_DBFS_HS$_STOREID2POLICYCTX","0.1","INDEX","-"
"I2_DBFS_HS$_STOREID2POLICYCTX","0.1","INDEX","-"
"I_SCHEDULER_PROGRAM_ARGUMENT1","0.1","INDEX","-"
"I_STREAMS_INTERNAL_TRANSFORM1","0.1","INDEX","-"
"REPCAT$_GROUPED_COLUMN_F1_IDX","0.1","INDEX","-"
"REPCAT$_PARAMETER_COLUMN_F1_I","0.1","INDEX","-"
"REPCAT$_REPGROUP_PRIVS_FK_IDX","0.1","INDEX","-"
"REPCAT$_RESOLUTION_STATISTICS","0.1","TABLE","0"
"REPCAT$_TEMPLATE_REFGROUPS_N1","0.1","INDEX","-"
"REPCAT$_TEMPLATE_REFGROUPS_N2","0.1","INDEX","-"
"REPCAT$_TEMPLATE_REFGROUPS_PK","0.1","INDEX","-"
"RESOURCE_INSTANCE_CAPABILITY$","0.1","TABLE","0"
"SCHEDULER$_FILEWATCHER_RESEND","0.1","TABLE","0"
"SYSNTN460O2EVQxuP69a5c4vNHg==","0.1","NESTED TABLE","-"
"SYSNTkKZWWan4SO6CXi72upUurg==","0.1","NESTED TABLE","-"
"SYSNTrQITMlagT9yoa6SuxyNniw==","0.1","NESTED TABLE","-"
"XSTREAM$_DDL_CONFLICT_HANDLER","0.1","TABLE","0"
"XSTREAM$_DML_CONFLICT_HANDLER","0.1","TABLE","0"
"APPLY$_CONSTRAINT_COLUMNS_IDX1","0.1","INDEX","-"
"APPLY$_CONSTRAINT_COLUMNS_UIX1","0.1","INDEX","-"
"AQ$_PROPAGATION_STATUS_PRIMARY","0.1","INDEX","-"
"AQ$_SCHEDULER$_REMDB_JOBQTAB_L","0.1","TABLE","0"
"AQ$_SCHEDULER$_REMDB_JOBQTAB_S","0.1","TABLE","1"
"AQ$_SCHEDULER_FILEWATCHER_QT_L","0.1","TABLE","0"
"AQ$_SCHEDULER_FILEWATCHER_QT_S","0.1","TABLE","1"
"I_FGR$_FILE_GROUP_EXPORT_INFO1","0.1","INDEX","-"
"I_XSTREAM_DML_CONFLICT_HANDLER","0.1","INDEX","-"
"RECENT_RESOURCE_INCARNATIONS$P","0.1","INDEX","-"
"REPCAT$_FLAVOR_OBJECTS_FK1_IDX","0.1","INDEX","-"
"REPCAT$_FLAVOR_OBJECTS_FK2_IDX","0.1","INDEX","-"
"REPCAT$_USER_AUTHORIZATIONS_N1","0.1","INDEX","-"
"REPCAT$_USER_AUTHORIZATIONS_PK","0.1","INDEX","-"
"REPCAT$_USER_AUTHORIZATIONS_U1","0.1","INDEX","-"
"RESOURCE_STORAGE_POOL_MAPPING$","0.1","TABLE","3"
"SCHEDULER$_FILEWATCHER_HISTORY","0.1","TABLE","0"
